Sample,emax,Ct1S0pp,Ct1S0np,Ct1S0nn,Ct3S1,C1S0,C3P0,C1P1,C3P1,C3S1,CE1,C3P2,c1,c2,c3,c4,cD,cE,Nucl bra,J bra,P bra,n bra,Energy bra,Nucl ket,J ket,P ket,n ket,Energy ket,Zero,One,Two,Rch,Z,N,eb_pred,r_pred,eb_unc,r_unc
74103,4,-0.351168868841,-0.34903513724,-0.350345841539,-0.241151648002,2.695055345593,1.039566806328,-0.057760036804,-1.089572582182,0.916983236389,0.201887922741,-0.912522279009,-0.724324902266,-0.578142817379,-0.521941446818,0.915108988454,-1.257315629342,-0.001399413537,O23,1/2,+,1.0,-79.48802359999999,O23,1/2,+,1.0,-79.48802359999999,7.6576974,0.3270860315700362,-0.070745976857287,2.915960106845213,8,15,-81.831535,3.0057628,2.7349464944637485,0.03376939626590416
74800,4,-0.330286815443,-0.336825308133,-0.333542574196,-0.242035061351,2.431602053587,1.145619131869,0.068213046453,-1.126813653016,0.818777746199,0.344945521739,-0.761162140431,-0.732619817854,-0.46241098313,-0.685051576986,0.964101641886,-1.990120911914,-0.319858249852,O23,1/2,+,1.0,-68.56602170000001,O23,1/2,+,1.0,-68.56602170000001,7.90258376,0.4810016893237872,-0.0697710935495418,2.983722548390558,8,15,-71.226425,3.0782516,2.7507296554790615,0.032205620073407853
76909,4,-0.320962531188,-0.325869072916,-0.323266001357,-0.23061782496,2.258277331043,1.218528026865,0.119036829028,-1.084530702054,0.648940990021,0.362874587118,-0.736034400403,-0.715448432447,-0.287674867228,-0.90569391143,1.125963870451,1.704650615423,0.268855598247,O23,1/2,+,1.0,-69.34288409999999,O23,1/2,+,1.0,-69.34288409999999,8.12376632,0.5195099012806839,-0.0660718265445539,3.0275386512373594,8,15,-70.634895,3.1189442,2.650541306460099,0.034671611774488006
77266,4,-0.342074545075,-0.346843092743,-0.345073245955,-0.256409042996,2.71642622569,1.461662143342,0.026982402599,-1.139802040737,0.886720226376,0.57106481439,-0.75030476507,-0.76618954864,-0.437211551037,-0.714871773296,0.966002575453,-2.229029283021,-0.355850150481,O23,1/2,+,1.0,-91.1157856,O23,1/2,+,1.0,-91.1157856,7.66686627,0.4201322832083172,-0.072163066529198,2.933193034336322,8,15,-91.75055,3.0275419,2.600381628244784,0.03265382690569731
77617,4,-0.351857457947,-0.346314490464,-0.349609523141,-0.259216885544,2.586913363302,1.110759065877,-0.072649853801,-1.248441094341,0.98334602798,0.421703043201,-0.935695043407,-0.730735214764,-0.628767468685,-0.497819911948,0.929136302946,-2.605124892089,-0.548162439823,O23,1/2,+,1.0,-104.0406191,O23,1/2,+,1.0,-104.0406191,7.03985505,0.2489870781410351,-0.0755397596128453,2.7932218419825143,8,15,-104.444,2.887963,2.542334140294352,0.03276238688614199
83968,4,-0.354566764898,-0.350931991857,-0.347948862739,-0.241949318424,2.706388197215,0.428879975809,-0.088742839712,-1.085173034506,0.874975661229,0.268193161536,-0.926116740095,-0.735282150517,-0.604617686379,-0.477445659624,0.869658351224,-3.239719230711,-0.628354916743,O23,1/2,+,1.0,-82.1633248,O23,1/2,+,1.0,-82.1633248,7.30165643,0.3561062242275603,-0.0655719385290908,2.860240655206913,8,15,-83.16683,2.9504833,2.632447631505112,0.032341423495266995
85367,4,-0.355397832565,-0.347799359534,-0.349027103663,-0.238102266879,2.591033336292,1.357764361703,-0.059474248936,-1.096289839952,0.893607305785,0.170026907239,-0.93497633531,-0.744234561014,-0.7361455037,-0.309493995231,0.752882739883,-1.906281555236,-0.361619360335,O23,1/2,+,1.0,-50.5011777,O23,1/2,+,1.0,-50.5011777,8.42056099,0.4792252099745794,-0.0634167041244794,3.0700415935048992,8,15,-52.963142,3.1645656,2.591308934041303,0.031415828015761676
88189,4,-0.341293605074,-0.341752422477,-0.342703016757,-0.252477575264,2.470932156523,0.623911316938,-0.06541545676,-1.276450582575,0.931458697478,0.365595071764,-0.864976889782,-0.719318717527,-0.625688426525,-0.468167577138,0.87019234617,1.654808869013,0.169186570311,O23,1/2,+,1.0,-85.2279626,O23,1/2,+,1.0,-85.2279626,7.58845386,0.5043473180223879,-0.0623361373432012,2.9358560813975854,8,15,-86.564125,3.0272448,2.542535391811619,0.0316955667346585
88719,4,-0.335291540719,-0.343360067396,-0.341226914648,-0.258946489039,2.63152768704,1.341837175972,-0.017312818466,-1.164578341827,0.872222545186,0.632679103196,-0.816075161434,-0.707941075484,-0.463474714344,-0.686076535236,0.923316756301,3.654807150394,0.835109946443,O23,1/2,+,1.0,-94.5690963,O23,1/2,+,1.0,-94.5690963,7.72365047,0.4405472734341346,-0.0694857669026464,2.9467775393693176,8,15,-96.75176,3.0459454,2.653580118181747,0.03195241892703244
91023,4,-0.341261568728,-0.339078431232,-0.340504904833,-0.238305563596,2.475912639153,0.896253339594,0.022140807804,-1.052549863849,0.793804199726,0.289001071874,-0.852098970571,-0.76186772067,-0.553635321322,-0.586595537423,0.963596212384,1.182046342393,0.133109499988,O23,1/2,+,1.0,-64.7072234,O23,1/2,+,1.0,-64.7072234,8.2390085,0.5628440180548573,-0.0579754137838965,3.0549407513519737,8,15,-66.70888,3.1506932,2.5809291823391685,0.03060378670507599
94925,4,-0.355704357171,-0.355416511283,-0.354055329,-0.262172264641,2.781822944865,1.314587470549,-0.007470128749,-1.093668639404,0.937080244548,0.565225403216,-0.927696552085,-0.771226521161,-0.629800259614,-0.528678064417,0.885364522722,-1.395240992013,-0.202977839914,O23,1/2,+,1.0,-96.8994398,O23,1/2,+,1.0,-96.8994398,7.42535527,0.333586665451665,-0.0737286001118489,2.87645601832182,8,15,-99.271164,2.9616644,2.610161934849448,0.03235021255872527
95295,4,-0.346294730242,-0.349867142445,-0.350966572815,-0.245419029099,2.788768340661,1.182215789033,0.023595008278,-1.199327837837,0.737966839425,0.530930179346,-0.868409869937,-0.733015994642,-0.441330316375,-0.709370103292,1.010985948895,-3.511102397036,-0.605431343735,O23,1/2,+,1.0,-106.8411156,O23,1/2,+,1.0,-106.8411156,7.05791764,0.2240854525478475,-0.0775990763488249,2.791628540153404,8,15,-106.59994,2.8745067,2.8243288867472205,0.03553371888321167
96761,4,-0.338376200764,-0.339778376829,-0.343555691703,-0.233367861994,2.531278442434,0.467319431652,0.052538183923,-1.194491082707,0.833671649469,0.171230414671,-0.834498835118,-0.770630042428,-0.420218008522,-0.782344550296,1.02435508819,-2.817647535905,-0.425740479398,O23,1/2,+,1.0,-96.3529681,O23,1/2,+,1.0,-96.3529681,7.20314353,0.3113426310929583,-0.0708581642344771,2.8341513521437918,8,15,-97.0466,2.9285479,2.6084424625712983,0.03194975476983109
100524,4,-0.341431067146,-0.348897216684,-0.344298987005,-0.263014044429,2.65446055488,1.318909517722,0.004266593934,-1.193557115192,0.958594143234,0.591739067935,-0.815095636609,-0.738143288417,-0.586516001464,-0.506633376076,0.882816280257,2.934421214507,0.761287570712,O23,1/2,+,1.0,-91.4053723,O23,1/2,+,1.0,-91.4053723,7.67759326,0.4887512578088231,-0.0674692687730309,2.947483865780404,8,15,-91.77614,3.0398254,2.657815665371169,0.0334923792358426
100673,4,-0.329452227801,-0.326489465943,-0.326299209016,-0.251406311712,2.297465351425,0.720060680001,-0.020300749789,-0.878688929483,0.873867719057,0.493219893286,-0.873164063714,-0.727995900548,-0.427929878732,-0.668971876839,1.013713892044,-0.864257142112,-0.342892905177,O23,1/2,+,1.0,-86.942859,O23,1/2,+,1.0,-86.942859,7.49695036,0.4204818016933899,-0.0658052679581854,2.905238851408814,8,15,-88.79807,2.9991744,2.6534753984414983,0.03334634624692213
101992,4,-0.342090504902,-0.348513177984,-0.344333061066,-0.264962365967,2.684727073382,0.960744831497,-0.0205007598,-0.971470145968,0.986545388226,0.585594584004,-0.925106745198,-0.703875811542,-0.561737133638,-0.513328280823,0.926378846133,-2.307873830515,-0.349008067909,O23,1/2,+,1.0,-100.6361007,O23,1/2,+,1.0,-100.6361007,7.2369702,0.3146224511919864,-0.0739681865125406,2.840142664494065,8,15,-101.65106,2.9321702,2.5471719337265597,0.03219044721134003
111123,4,-0.339418026889,-0.338165754205,-0.337805768047,-0.23600780605,2.510679475784,0.430945639705,0.058425351218,-0.871905379576,0.745008086931,0.353839755451,-0.787616268025,-0.759662778228,-0.3737725643,-0.788715042948,1.082941089284,3.262141320723,0.648280219236,O23,1/2,+,1.0,-84.4575665,O23,1/2,+,1.0,-84.4575665,7.96892273,0.6059874377184548,-0.0465998304055418,3.019452968223369,8,15,-83.80464,3.1195166,2.658232389604996,0.0335124511378139
111185,4,-0.333584584391,-0.327803127995,-0.333016554071,-0.237843353611,2.343041945087,0.5181796906,0.004665318362,-1.048761992169,0.850869033086,0.250016341659,-0.733507096751,-0.736509382878,-0.407460331641,-0.718543544398,1.013807280277,-0.386337967289,-0.252156633385,O23,1/2,+,1.0,-69.5429791,O23,1/2,+,1.0,-69.5429791,8.108181,0.6343356346936265,-0.0486402576777682,3.0467461769920807,8,15,-71.04111,3.1319475,2.603111021145451,0.03310471559722932
113336,4,-0.322137090248,-0.317474525209,-0.320253991876,-0.236049086293,2.165168207731,0.455610198655,0.09913323755,-1.154477705422,0.657363367884,0.475494423855,-0.761621985958,-0.715737562193,-0.289823284924,-0.885513642333,1.081308451509,1.851351414094,0.047866599379,O23,1/2,+,1.0,-88.57801380000001,O23,1/2,+,1.0,-88.57801380000001,7.49887482,0.537390287573344,-0.0584752532082159,2.926871323506574,8,15,-91.27115,3.0228944,2.5391923326141885,0.03251444545875961
114257,4,-0.344307051667,-0.341559680409,-0.338395666232,-0.232255391959,2.626173998472,1.018979855522,-0.002021075991,-0.959948015729,0.71330705161,0.322129160272,-0.774966532999,-0.728311236382,-0.378697344818,-0.743711119261,0.974970673626,-3.709478559641,-0.550777771143,O23,1/2,+,1.0,-74.591585,O23,1/2,+,1.0,-74.591585,7.63914106,0.4103475074893521,-0.0669089742580872,2.927689444464912,8,15,-77.625534,3.0238693,2.66454250810946,0.032751978085913465
115410,4,-0.321197647663,-0.320607593757,-0.319847440164,-0.242880755543,2.221346012916,0.702727354036,0.187949621291,-0.802785641631,0.738540539569,0.52432547225,-0.7096461631,-0.708336381118,-0.191058389732,-0.984671693959,1.130313993826,1.533700309692,0.050297869194,O23,1/2,+,1.0,-81.5798391,O23,1/2,+,1.0,-81.5798391,8.05621569,0.6312017107919607,-0.0513686443028209,3.037241288816076,8,15,-81.93388,3.1237779,2.5329395298523303,0.03433525307679706
116923,4,-0.326371483194,-0.330966230748,-0.3230516726,-0.262810922174,2.407438759356,0.953840053502,0.062703870969,-1.0841824261,0.96739247548,0.589808653614,-0.808425110435,-0.724590828379,-0.388705372066,-0.760103803065,0.979489899025,3.861487646514,0.891730751193,O23,1/2,+,1.0,-101.6133961,O23,1/2,+,1.0,-101.6133961,7.460416,0.4530033495642407,-0.0654432561170146,2.9046104701744824,8,15,-102.95152,2.9985175,2.5487821613374138,0.031888620770529695
122257,4,-0.34576866788,-0.337454678223,-0.339130657027,-0.255119843637,2.448857721735,0.409961421744,-0.016739984414,-0.927037003931,0.851288587128,0.570741357704,-0.764659761022,-0.705359764678,-0.506832092339,-0.598153736773,0.93111718093,0.281061966905,-0.229089700356,O23,1/2,+,1.0,-79.6895702,O23,1/2,+,1.0,-79.6895702,7.80591001,0.6866905960319449,-0.0423540131870044,3.0064983756597874,8,15,-82.19277,3.1034126,2.600573614435239,0.033391349261175485
122434,4,-0.346993834241,-0.346644492975,-0.34874632524,-0.259152365593,2.566059854038,0.888864598171,-0.020093037437,-1.279233072477,0.967779149251,0.455183833689,-0.962878702434,-0.712254804437,-0.649802578323,-0.420381151262,0.860748918458,2.410766742363,0.312820203459,O23,1/2,+,1.0,-101.2676732,O23,1/2,+,1.0,-101.2676732,7.37529699,0.3890523652917056,-0.0701304662722794,2.878020983074902,8,15,-101.76547,2.9826202,2.6962469481514004,0.034299621080606586
