Sample,emax,Ct1S0pp,Ct1S0np,Ct1S0nn,Ct3S1,C1S0,C3P0,C1P1,C3P1,C3S1,CE1,C3P2,c1,c2,c3,c4,cD,cE,Nucl bra,J bra,P bra,n bra,Energy bra,Nucl ket,J ket,P ket,n ket,Energy ket,Zero,One,Two,Rch,Z,N,eb_pred,r_pred,eb_unc,r_unc
100524,6,-0.341431067146,-0.348897216684,-0.344298987005,-0.263014044429,2.65446055488,1.318909517722,0.004266593934,-1.193557115192,0.958594143234,0.591739067935,-0.815095636609,-0.738143288417,-0.586516001464,-0.506633376076,0.882816280257,2.934421214507,0.761287570712,O17,5/2,+,1.0,-103.241385,O17,5/2,+,1.0,-103.241385,7.29355453,0.0631108362,0.0,2.834025627301207,8,9,-104.9144,3.2546735,3.2034692352795444,0.04226190691668511
100673,6,-0.329452227801,-0.326489465943,-0.326299209016,-0.251406311712,2.297465351425,0.720060680001,-0.020300749789,-0.878688929483,0.873867719057,0.493219893286,-0.873164063714,-0.727995900548,-0.427929878732,-0.668971876839,1.013713892044,-0.864257142112,-0.342892905177,O17,5/2,+,1.0,-99.7408364,O17,5/2,+,1.0,-99.7408364,7.0692114,0.0501887211,0.0,2.791851717247892,8,9,-101.24721,3.2367098,3.2268259864137083,0.03873954896493278
101992,6,-0.342090504902,-0.348513177984,-0.344333061066,-0.264962365967,2.684727073382,0.960744831497,-0.0205007598,-0.971470145968,0.986545388226,0.585594584004,-0.925106745198,-0.703875811542,-0.561737133638,-0.513328280823,0.926378846133,-2.307873830515,-0.349008067909,O17,5/2,+,1.0,-107.44631,O17,5/2,+,1.0,-107.44631,6.82981251,0.0319575386,0.0,2.745324377664687,8,9,-110.01856,3.1456897,3.027319702799535,0.04070507141212977
111123,6,-0.339418026889,-0.338165754205,-0.337805768047,-0.23600780605,2.510679475784,0.430945639705,0.058425351218,-0.871905379576,0.745008086931,0.353839755451,-0.787616268025,-0.759662778228,-0.3737725643,-0.788715042948,1.082941089284,3.262141320723,0.648280219236,O17,5/2,+,1.0,-102.687126,O17,5/2,+,1.0,-102.687126,7.50496318,0.0759231497,0.0,2.873312064447578,8,9,-105.87016,3.2965832,3.203745377082314,0.03815044108354096
111185,6,-0.333584584391,-0.327803127995,-0.333016554071,-0.237843353611,2.343041945087,0.5181796906,0.004665318362,-1.048761992169,0.850869033086,0.250016341659,-0.733507096751,-0.736509382878,-0.407460331641,-0.718543544398,1.013807280277,-0.386337967289,-0.252156633385,O17,5/2,+,1.0,-89.2724777,O17,5/2,+,1.0,-89.2724777,7.65491636,0.0874211232,0.0,2.90127099272026,8,9,-92.380486,3.3383589,3.154046133632133,0.040059925574530905
113336,6,-0.322137090248,-0.317474525209,-0.320253991876,-0.236049086293,2.165168207731,0.455610198655,0.09913323755,-1.154477705422,0.657363367884,0.475494423855,-0.761621985958,-0.715737562193,-0.289823284924,-0.885513642333,1.081308451509,1.851351414094,0.047866599379,O17,5/2,+,1.0,-102.403567,O17,5/2,+,1.0,-102.403567,7.0257617,0.0685114286,0.0,2.78734802609936,8,9,-104.40425,3.2202208,3.1792629723605814,0.039352601545808316
114257,6,-0.344307051667,-0.341559680409,-0.338395666232,-0.232255391959,2.626173998472,1.018979855522,-0.002021075991,-0.959948015729,0.71330705161,0.322129160272,-0.774966532999,-0.728311236382,-0.378697344818,-0.743711119261,0.974970673626,-3.709478559641,-0.550777771143,O17,5/2,+,1.0,-93.6808687,O17,5/2,+,1.0,-93.6808687,7.20815638,0.0578928935999999,0.0,2.817993109217977,8,9,-96.483284,3.2204442,3.2599596378987274,0.039241580778455715
115410,6,-0.321197647663,-0.320607593757,-0.319847440164,-0.242880755543,2.221346012916,0.702727354036,0.187949621291,-0.802785641631,0.738540539569,0.52432547225,-0.7096461631,-0.708336381118,-0.191058389732,-0.984671693959,1.130313993826,1.533700309692,0.050297869194,O17,5/2,+,1.0,-94.9058136,O17,5/2,+,1.0,-94.9058136,7.66817449,0.0817880198,0.0,2.9025847790891484,8,9,-96.79706,3.3588908,3.1635787460681093,0.03998264728223304
116923,6,-0.326371483194,-0.330966230748,-0.3230516726,-0.262810922174,2.407438759356,0.953840053502,0.062703870969,-1.0841824261,0.96739247548,0.589808653614,-0.808425110435,-0.724590828379,-0.388705372066,-0.760103803065,0.979489899025,3.861487646514,0.891730751193,O17,5/2,+,1.0,-110.937847,O17,5/2,+,1.0,-110.937847,7.06219131,0.0552869276,0.0,2.79150750090341,8,9,-113.15397,3.209508,3.2751519235141293,0.038453480518554926
122257,6,-0.34576866788,-0.337454678223,-0.339130657027,-0.255119843637,2.448857721735,0.409961421744,-0.016739984414,-0.927037003931,0.851288587128,0.570741357704,-0.764659761022,-0.705359764678,-0.506832092339,-0.598153736773,0.93111718093,0.281061966905,-0.229089700356,O17,5/2,+,1.0,-94.8152601,O17,5/2,+,1.0,-94.8152601,7.39358834,0.0945912191,0.0,2.8571341321506063,8,9,-96.25468,3.2832892,3.2522940670748146,0.03940460955722168
122434,6,-0.346993834241,-0.346644492975,-0.34874632524,-0.259152365593,2.566059854038,0.888864598171,-0.020093037437,-1.279233072477,0.967779149251,0.455183833689,-0.962878702434,-0.712254804437,-0.649802578323,-0.420381151262,0.860748918458,2.410766742363,0.312820203459,O17,5/2,+,1.0,-108.7282,O17,5/2,+,1.0,-108.7282,6.97605713,0.0465934003,0.0,2.7744704756583736,8,9,-109.84715,3.1915145,3.264007324892368,0.041017208148262166
123288,6,-0.351869110555,-0.35119804305,-0.352704781883,-0.269256695197,2.71164288368,1.263233976581,-0.156105550542,-1.31738422335,1.030902192911,0.583425262878,-0.992248106969,-0.742550296395,-0.734025394394,-0.331933717537,0.783533066725,-0.075288043761,-0.120922620484,O17,5/2,+,1.0,-106.502544,O17,5/2,+,1.0,-106.502544,6.83117249,0.0270752636,0.0,2.7446827947141723,8,9,-108.07763,3.1416216,3.292881752649375,0.03949452742334441
124107,6,-0.346271202594,-0.350265211062,-0.350509525422,-0.262225792025,2.708499473489,0.860071626474,-0.073628003942,-1.233134897002,0.971830941465,0.519578863907,-0.911512589388,-0.709221448644,-0.553110720382,-0.558929399429,0.963347095187,1.982580481874,0.451762232226,O17,5/2,+,1.0,-118.711557,O17,5/2,+,1.0,-118.711557,6.7486287,0.0367086155,0.0,2.731368376015949,8,9,-120.108734,3.1508625,3.2536249763484384,0.0377108445973332
125932,6,-0.328979396808,-0.324886352863,-0.322749823169,-0.244381624853,2.289592982416,1.192676816227,0.142083395359,-1.058724721617,0.817075162541,0.392598640916,-0.704582611833,-0.762407052526,-0.252090709214,-1.007187816919,1.082441624038,-3.077625259208,-0.595701752823,O17,5/2,+,1.0,-99.7785103,O17,5/2,+,1.0,-99.7785103,7.10486909,0.0583985517,0.0,2.7996970428423142,8,9,-102.17391,3.222243,3.2945572222877866,0.03839422835995467
126880,6,-0.356313002091,-0.353007240999,-0.353972878951,-0.252496459708,2.719496579015,0.715596607603,-0.07617376469,-1.154727903593,1.031101297297,0.238140485009,-0.85591287564,-0.702649134721,-0.736457215886,-0.292815204777,0.833200140322,-3.415550266276,-0.609679067118,O17,5/2,+,1.0,-85.7162832,O17,5/2,+,1.0,-85.7162832,7.41399273,0.0791940785,0.0,2.858010269138304,8,9,-88.34034,3.2974298,3.2655482006382845,0.03832919507042926
128459,6,-0.347403909163,-0.352369777668,-0.351490009663,-0.25159852983,2.704219635326,1.254055858764,-0.0579614921,-1.32373500578,1.042425061285,0.215728734892,-0.946009915896,-0.761860885753,-0.748243401241,-0.321403463888,0.774171774107,-2.125933368652,-0.260900638343,O17,5/2,+,1.0,-89.4242073,O17,5/2,+,1.0,-89.4242073,7.3129329,0.0407212465,0.0,2.8334943155933807,8,9,-92.70305,3.2669754,2.928571528723079,0.03976255643587681
129165,6,-0.329613621754,-0.328698996733,-0.32745722165,-0.24451720461,2.399107169459,1.01812153512,0.166498128415,-1.072844976695,0.772427064586,0.508946230566,-0.701391571831,-0.716230191265,-0.23528244504,-0.906050502748,1.153768164241,-3.273974887299,-0.792317865832,O17,5/2,+,1.0,-99.49719,O17,5/2,+,1.0,-99.49719,7.07266592,0.0627268609,0.0,2.7947144166980644,8,9,-102.61519,3.212481,3.158084847699607,0.041017248048705664
129986,6,-0.340682681533,-0.336668042656,-0.342964144949,-0.263423600391,2.40356426174,0.460070558252,-0.048216382469,-1.207667954759,0.946698211401,0.585731936547,-0.864981369812,-0.72866823957,-0.578170993374,-0.557579719535,0.96249411371,-3.104932267524,-0.977401447425,O17,5/2,+,1.0,-108.252082,O17,5/2,+,1.0,-108.252082,6.47841256,0.0497163537,0.0,2.6838712345602573,8,9,-112.37817,3.0943496,3.1798215370144365,0.03791755992835108
133028,6,-0.34453833195,-0.336782433062,-0.341441324268,-0.243358878545,2.437427146016,1.317589485086,0.037111706965,-1.043882446175,0.734604282653,0.490817505086,-0.806801716861,-0.72498939741,-0.441388956187,-0.704381204811,0.987139923304,-0.306872297328,-0.325217152015,O17,5/2,+,1.0,-92.2086661,O17,5/2,+,1.0,-92.2086661,7.5628846,0.0691099795,0.0,2.8821919556996893,8,9,-94.570045,3.321978,3.20277585241004,0.04174458436653574
133262,6,-0.331045904626,-0.327955020282,-0.337149299929,-0.251463832309,2.4137718588,1.347788635006,0.100827295161,-0.953173614764,0.812418127225,0.588884404689,-0.741080283565,-0.717161264666,-0.251072584165,-0.942840623608,1.05401358094,-2.89313387071,-0.801597393149,O17,5/2,+,1.0,-96.966354,O17,5/2,+,1.0,-96.966354,7.47478434,0.0538279682,0.0,2.864201144856974,8,9,-99.67405,3.3019638,3.257477277874807,0.03661105093956115
134335,6,-0.35646229754,-0.34954033566,-0.353352083305,-0.269128052134,2.59516982167,0.805211457218,-0.162522823269,-1.260173858385,1.039441159403,0.543689598902,-0.940519310488,-0.713569445073,-0.738467009447,-0.325653522756,0.783878781194,-0.972715083271,-0.52828045791,O17,5/2,+,1.0,-103.449841,O17,5/2,+,1.0,-103.449841,6.85766826,0.0544193023,0.0,2.7544733529841965,8,9,-104.61685,3.1559575,3.2607503770171373,0.040676813031365236
137833,6,-0.35014424297,-0.353170299501,-0.35232209678,-0.252610419358,2.64506087553,0.536966896824,-0.057888980945,-1.325449289672,0.948805723594,0.311685097452,-0.847880559266,-0.738011500882,-0.722130100775,-0.396099211933,0.828692051508,1.013730128499,0.158216635022,O17,5/2,+,1.0,-96.0249412,O17,5/2,+,1.0,-96.0249412,7.2709935,0.0785406784,0.0,2.83276721041458,8,9,-98.1768,3.258298,3.180963341869105,0.0373628595294057
141442,6,-0.346530776535,-0.34682644034,-0.343347284375,-0.26544320669,2.529464045189,0.830627650248,-0.068138395176,-1.326485295773,0.965967627228,0.622863504509,-0.925199723255,-0.716763952638,-0.75285432889,-0.278458164337,0.813068168436,1.826738417852,0.064459845981,O17,5/2,+,1.0,-96.0682533,O17,5/2,+,1.0,-96.0682533,7.04909188,0.0660861154,0.0,2.791095463326183,8,9,-98.430695,3.1845217,2.9523589803132277,0.039654834105187026
142505,6,-0.340236461952,-0.344468159284,-0.339495806264,-0.251310408379,2.704978399807,1.214880931958,0.00587738505,-1.168356319118,0.803250539126,0.582626581312,-0.799073579883,-0.762412458179,-0.42594385198,-0.727409210526,0.991866334056,-2.168949050382,-0.223580986459,O17,5/2,+,1.0,-108.645292,O17,5/2,+,1.0,-108.645292,6.74067993,0.0376932827,0.0,2.7300932406604725,8,9,-110.4929,3.1573837,3.0720425613978577,0.03856428848354219
143224,6,-0.336224599555,-0.335508766846,-0.338913867058,-0.268201665386,2.370443934268,0.50164534002,-0.07901250093,-1.180166758581,1.018700501633,0.640142456502,-0.869244935353,-0.766510809399,-0.534404691987,-0.593900137519,0.917834462431,-0.0678970278,-0.399986258849,O17,5/2,+,1.0,-113.467618,O17,5/2,+,1.0,-113.467618,6.6888937,0.0521763899,0.0,2.723252830697142,8,9,-114.87191,3.135747,3.337319272195608,0.04140913690463304
145531,6,-0.327909244538,-0.324475168479,-0.323160058917,-0.237080833272,2.297397931984,1.117063723303,0.045692148808,-1.050005696322,0.777730308877,0.338292875768,-0.687373821926,-0.749729079341,-0.309607310341,-0.851817635851,1.134857834695,-1.445077680953,-0.254632742276,O17,5/2,+,1.0,-91.8860689,O17,5/2,+,1.0,-91.8860689,7.39689561,0.0732896715,0.0,2.853983386689558,8,9,-96.397606,3.283235,3.149505160022497,0.04075163522969644
147683,6,-0.342511384424,-0.340600220153,-0.346759017441,-0.247006209165,2.609700433962,1.117797277919,0.03191278956,-1.055723509621,0.752147862054,0.593399497118,-0.764743137173,-0.70297939676,-0.395051408562,-0.691754017308,0.990779838995,-3.451369455319,-0.87006532567,O17,5/2,+,1.0,-96.1980895,O17,5/2,+,1.0,-96.1980895,7.23451565,0.0604608282,0.0,2.823121033218378,8,9,-100.07645,3.244978,3.1629194603180366,0.03833216100339624
148628,6,-0.33062417357,-0.328902585939,-0.327330040627,-0.260803750169,2.28608281186,0.593165447147,0.053083738998,-1.236892069612,0.981536723066,0.508683999884,-0.825466561986,-0.726033505402,-0.479292326367,-0.618448943525,0.995360425736,0.671449250034,-0.160157537348,O17,5/2,+,1.0,-107.294646,O17,5/2,+,1.0,-107.294646,6.83796246,0.0654455567,0.0,2.7528973658129723,8,9,-109.01291,3.1682253,3.187681596013005,0.03878570047791659
