Sample,emax,Ct1S0pp,Ct1S0np,Ct1S0nn,Ct3S1,C1S0,C3P0,C1P1,C3P1,C3S1,CE1,C3P2,c1,c2,c3,c4,cD,cE,Nucl bra,J bra,P bra,n bra,Energy bra,Nucl ket,J ket,P ket,n ket,Energy ket,Zero,One,Two,Rch,Z,N,eb_pred,r_pred,eb_unc,r_unc
3772,6,-0.318321717464,-0.324232720555,-0.323173810537,-0.241144983307,2.223150839042,0.483495417341,-0.032536234121,-1.095733613593,0.883608052288,0.232495818763,-0.872389636749,-0.743915446073,-0.500105210151,-0.651971735281,0.949867846418,-1.658594602415,-0.415280755698,O21,5/2,+,1.0,-101.0881985,O21,5/2,+,1.0,-101.0881985,7.17098868,0.2310161113911505,-0.0253079821012511,2.827407416572628,8,13,-102.78038,2.821633,2.73491972106279,0.03259468271882296
5287,6,-0.355975966789,-0.357231173798,-0.356216176467,-0.242183388595,2.779207512741,0.429880719176,-0.125734894987,-1.369509152273,0.905655842577,0.20654970276,-0.868544396381,-0.741224902628,-0.820088817984,-0.221434314263,0.757740279093,3.187886167978,0.719712036447,O21,5/2,+,1.0,-96.221118,O21,5/2,+,1.0,-96.221118,7.61955018,0.4574103745839978,-0.0175005142918031,2.945674104562858,8,13,-97.358345,2.9368882,2.6911435330342512,0.03319146701424541
7078,6,-0.333445465249,-0.336911362318,-0.337506725737,-0.246097980776,2.527352816945,0.782434660464,-0.004327679098,-1.154339578327,0.766172475443,0.532908962362,-0.862660276905,-0.738147309369,-0.391065451842,-0.756990368257,0.999605791972,-0.564167469489,-0.18045180328,O21,5/2,+,1.0,-128.316505,O21,5/2,+,1.0,-128.316505,6.68214001,0.1551470384617237,-0.0209232669120329,2.726517865620853,8,13,-128.75488,2.702519,2.5857683811882914,0.03418329559596629
15412,6,-0.336678037786,-0.337633529024,-0.337496673934,-0.250521781007,2.487066264973,1.480662155906,-0.000377765293,-1.111432020387,0.816046597305,0.522983321575,-0.851961796265,-0.754939462783,-0.465960461307,-0.696210370241,0.9702425976,-0.082520950317,0.022949233772,O21,5/2,+,1.0,-114.8426299,O21,5/2,+,1.0,-114.8426299,7.09602092,0.1740578862524608,-0.0231114255351024,2.8043721705075733,8,13,-117.22378,2.7726367,2.765836217903984,0.034737686407277604
17355,6,-0.336561153286,-0.33070418896,-0.335932473018,-0.224544672229,2.398932671841,0.773157523453,0.058309291234,-1.034842942211,0.655914815072,0.246053008514,-0.726935994258,-0.744303890167,-0.342739287553,-0.847046591711,1.032626946939,3.438269510077,0.624358198542,O21,5/2,+,1.0,-101.3996278,O21,5/2,+,1.0,-101.3996278,7.88026013,0.428007521924266,-0.0181987260476887,2.984561075916621,8,13,-103.31337,2.9690528,2.6324963442267815,0.03275815298573402
17862,6,-0.339407331906,-0.346224882003,-0.344764017923,-0.235294677209,2.622145616686,0.926474485368,-0.034361135771,-1.278659916215,0.797885795311,0.242501864652,-0.893021379595,-0.774986637344,-0.633464644149,-0.470639849557,0.86827824714,2.695208283526,0.609130728323,O21,5/2,+,1.0,-99.7717432,O21,5/2,+,1.0,-99.7717432,7.61522142,0.2923759165884109,-0.0238971945955505,2.9156879174549637,8,13,-100.93979,2.89756,2.565209172632897,0.03281031101228827
18060,6,-0.340280973313,-0.340546121747,-0.341688787882,-0.237628162514,2.577477992714,1.145271295162,0.083405575355,-0.888401597679,0.806921994071,0.284284851188,-0.836000012719,-0.765847644927,-0.403501795356,-0.789390242156,0.956625533854,-2.363699016063,-0.239097286356,O21,5/2,+,1.0,-105.2441377,O21,5/2,+,1.0,-105.2441377,7.42854833,0.2218569705665365,-0.0234180570617175,2.871327764903341,8,13,-107.28337,2.858169,2.657542320332637,0.03270838681806808
23778,6,-0.328657229577,-0.327255432275,-0.329000960225,-0.240573665232,2.343591832867,1.491773843029,0.02982155246,-1.063158302609,0.699066698757,0.499009200744,-0.753879185394,-0.727061343852,-0.305586469849,-0.875137485332,1.099406253431,3.884709223548,0.661740777372,O21,5/2,+,1.0,-106.1045875,O21,5/2,+,1.0,-106.1045875,7.70434192,0.312097368364385,-0.0204984365531621,2.9348725256493204,8,13,-107.814674,2.9228141,2.6891072341813174,0.03506389609532829
25266,6,-0.332689246953,-0.336354729443,-0.330625456731,-0.24309331515,2.466148750615,0.507794425644,0.054546135869,-0.922750918393,0.79674015176,0.393773329001,-0.773535763886,-0.714947074889,-0.388579918714,-0.772542337833,1.014043464681,-3.661816657592,-0.67160979479,O21,5/2,+,1.0,-102.7539588,O21,5/2,+,1.0,-102.7539588,7.03762915,0.309758915722385,-0.0201132276788354,2.818654063208813,8,13,-104.61479,2.8108535,2.7200791419933252,0.03376412454047411
26807,6,-0.325228004936,-0.319450891558,-0.322259700062,-0.239838951132,2.167160299447,1.357264654054,0.027412083331,-1.139211537494,0.726749089118,0.441689379722,-0.823430354623,-0.741993389945,-0.34562678068,-0.826568978678,1.126005359662,0.397787740932,-0.189475021575,O21,5/2,+,1.0,-109.0290057,O21,5/2,+,1.0,-109.0290057,7.20395644,0.1972147223614093,-0.0235952272044424,2.8275628773127166,8,13,-111.77511,2.8164523,2.599444243381038,0.033634565517357315
29451,6,-0.331056927,-0.337961082198,-0.332460168577,-0.258502156255,2.453895716358,0.467355808233,-0.025697490676,-1.02929826274,0.953856369543,0.466616626347,-0.867184494074,-0.708004970964,-0.449185100476,-0.703489464765,0.97091337316,1.661469582368,0.337769901169,O21,5/2,+,1.0,-129.737716,O21,5/2,+,1.0,-129.737716,6.88350567,0.256085918582887,-0.0188043136318236,2.781784169368836,8,13,-130.3393,2.76557,2.5946695560802686,0.03516962733161237
29954,6,-0.335677110115,-0.341073627582,-0.335592188906,-0.264061906705,2.49767386622,1.167204926943,-0.033640253404,-1.058573037679,1.01329282954,0.513801251147,-0.793434863745,-0.753493034085,-0.604149137018,-0.498427487142,0.901251478829,-1.030653986112,-0.244293866315,O21,5/2,+,1.0,-92.7740434,O21,5/2,+,1.0,-92.7740434,7.67742241,0.3833636080955605,-0.0196678074973791,2.94255910740943,8,13,-95.258644,2.9266243,2.6592381133374707,0.033939151029310353
33257,6,-0.329580945769,-0.330441996558,-0.326005129558,-0.261855589043,2.296427833206,0.399278279442,-0.02623640496,-1.088716725379,0.968170463593,0.559501759135,-0.803561458825,-0.721742622984,-0.509738036278,-0.584720954491,0.952593765503,3.089199361039,0.345373176524,O21,5/2,+,1.0,-112.7907234,O21,5/2,+,1.0,-112.7907234,7.21615207,0.4101716601057809,-0.0145281930956474,2.86868113024263,8,13,-113.6139,2.8718886,2.7745644236478513,0.034304398954976084
