Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{18}$O,10,3.232573014554018,0.03417546489000272,0.10268857192000644,0.00035379307459997494
