Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{19}$O,11,2.977008840405177,0.0341361901459742,0.011387853365478401,0.00032679671025007503
