Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{12}$O,4,1.6893166876737113,0.06603022681477862,0.14088288041033364,0.0010371194762854386
