Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{20}$O,12,1.8839443774941358,0.031108068751179895,0.040122339825446995,0.00027544969675215113
