Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{22}$O,14,0.809550969640451,0.02836727807336968,0.09592507801063863,0.0003335140331502529
