Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{24}$O,16,4.915371969563636,0.04592687679725335,0.09289845852981901,0.0003937143421440999
