Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{13}$O,5,2.0978610624785814,0.05695935438500049,0.11350632604478218,0.0004846048121633939
