Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{16}$O,8,4.596687208452257,0.05720735243763119,0.43087682069094013,0.0012138018029995178
