Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{14}$O,6,4.881952930773918,0.09456072529139836,0.3648253116614271,0.0011142769200325347
