Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{21}$O,13,1.8461928642424836,0.03534661132928082,0.01586325209962278,0.00035166944164910133
