Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{23}$O,15,1.7154149585937146,0.030436768749166152,0.009533274185408391,0.0002886829252052063
