Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{15}$O,7,3.50715286249802,0.07139748861700516,0.5763004807687477,0.0012060183969574098
