Sample,emax,Ct1S0pp,Ct1S0np,Ct1S0nn,Ct3S1,C1S0,C3P0,C1P1,C3P1,C3S1,CE1,C3P2,c1,c2,c3,c4,cD,cE,Nucl bra,J bra,P bra,n bra,Energy bra,Nucl ket,J ket,P ket,n ket,Energy ket,Zero,One,Two,Rch,Z,N,eb_pred,r_pred,eb_unc,r_unc
3422,6,-0.331135542626,-0.338329725447,-0.332558333202,-0.236421708081,2.454533683587,0.717942216398,-0.015279451917,-1.091155480375,0.681913331079,0.42043320877,-0.835431096202,-0.742431623578,-0.451190154726,-0.716746601418,0.980416616079,2.531570943539,0.589978719149,O13,3/2,-,1.0,-58.0239413,O13,3/2,-,1.0,-58.0239413,-4.90146251,8.334218017720845,-1.4640349011485652,1.643549967774719,8,5,-61.455975,1.7552097,2.422938291362908,0.028355606089566443
9890,6,-0.349514389346,-0.344460983997,-0.346913593998,-0.236756892603,2.620897800724,0.599854281884,0.016253501008,-1.170643092242,0.75035928507,0.329986229176,-0.855968288547,-0.707910604504,-0.52778257378,-0.555569317406,0.934119951057,2.692792022628,0.494257871897,O13,3/2,-,1.0,-58.3339908,O13,3/2,-,1.0,-58.3339908,-4.972443,8.237606798318062,-1.375070887520551,1.619453241312484,8,5,-58.60156,1.7350587,2.5857909624137068,0.030178867085810957
12800,6,-0.328933100487,-0.327300873557,-0.329543785685,-0.244915018717,2.370549523255,1.063630362153,0.043149003037,-0.899900046498,0.69009703193,0.615375791687,-0.715862149234,-0.784008612356,-0.302945457952,-0.943353332382,1.054349181893,0.776258830924,0.13329292715,O13,3/2,-,1.0,-55.534986700000005,O13,3/2,-,1.0,-55.534986700000005,-5.14530097,8.705428213436116,-1.4865952256150907,1.675132206072412,8,5,-57.409092,1.7877685,2.5407722709945193,0.03077083725665218
18025,6,-0.346618128785,-0.349319209414,-0.352483501573,-0.25576270645,2.73317706413,0.631740175596,-0.012824985946,-1.10947505102,0.942674979839,0.430901932441,-0.918588086435,-0.734131588969,-0.533031082065,-0.603094906372,0.919943759961,-1.267061194163,-0.067384498595,O13,3/2,-,1.0,-66.0530356,O13,3/2,-,1.0,-66.0530356,-4.36269125,7.6591740627268035,-1.3998855482814416,1.6214601920631175,8,5,-69.67187,1.7109005,2.5348273265211514,0.02961091804411376
18208,6,-0.344004966406,-0.343946783263,-0.347869116257,-0.234567495303,2.666463812408,1.094527839182,0.009644544733,-0.890962729802,0.747596188667,0.3038638834,-0.892955134995,-0.719420368298,-0.476276238839,-0.620618557429,0.987753542416,1.500127316468,0.420315707058,O13,3/2,-,1.0,-52.5191737,O13,3/2,-,1.0,-52.5191737,-5.68203649,9.12825506999514,-1.5322189578985583,1.6268176025899712,8,5,-52.086006,1.753163,2.618068362034732,0.03136061539335862
22021,6,-0.342913455699,-0.346952917123,-0.349551455314,-0.239834673933,2.623251783143,1.270047116787,-0.077828757859,-1.265315634376,0.82777437555,0.278560948216,-0.876016970887,-0.768588679495,-0.544396254061,-0.602455917594,0.930899246819,-3.395615031275,-0.629925052532,O13,3/2,-,1.0,-53.1373815,O13,3/2,-,1.0,-53.1373815,-4.78878204,8.451985086857999,-1.6528580254169063,1.6561645182291198,8,5,-56.335865,1.763536,2.6289521868207006,0.03002136105129544
25957,6,-0.350539194457,-0.349336843996,-0.348914250035,-0.258855816787,2.681645510485,0.9537380671,-0.153038718879,-1.209866160039,0.898989752142,0.57330928653,-0.91153579825,-0.70803208097,-0.707659454816,-0.334930836874,0.7998931132,-0.108057411118,-0.07566726386,O13,3/2,-,1.0,-53.9416885,O13,3/2,-,1.0,-53.9416885,-4.72932851,8.378908402621146,-1.5806378566216623,1.6737616096683194,8,5,-55.561592,1.7742528,2.419391144077227,0.030185848491719423
33245,6,-0.335123832801,-0.333267098647,-0.33721477004,-0.268223590724,2.33415725886,0.495833136654,-0.044746797049,-0.896467053281,1.018399368203,0.597274680925,-0.845139082074,-0.770547627575,-0.545954032552,-0.623450260777,0.876550076829,-1.726242881925,-0.69120084337,O13,3/2,-,1.0,-55.8133182,O13,3/2,-,1.0,-55.8133182,-4.90313922,8.292567546985612,-1.382549012424046,1.6551178823762271,8,5,-56.879932,1.7604762,2.560481196970678,0.030396678462123662
33509,6,-0.337004657197,-0.336898261859,-0.338913661143,-0.243694129826,2.419048684687,1.066143645268,-0.035244737641,-1.156423254683,0.786274502218,0.425383262381,-0.883666860491,-0.732569928022,-0.600129656721,-0.474488439101,0.926283644485,3.018249337975,0.323598066754,O13,3/2,-,1.0,-48.4955988,O13,3/2,-,1.0,-48.4955988,-5.54385184,9.054716491752211,-1.5196037150872752,1.6503929309909613,8,5,-51.073307,1.7687303,2.5343394980631144,0.03195632454207544
36819,6,-0.352974952792,-0.343925256458,-0.346225507346,-0.232234668338,2.590770282138,0.708521021019,-0.0469480075,-1.152975511053,0.787423587522,0.195326474032,-0.754497060535,-0.758930688985,-0.510752141413,-0.649586328875,0.93166791542,-1.5358792772,-0.24571668564,O13,3/2,-,1.0,-52.4945903,O13,3/2,-,1.0,-52.4945903,-5.02704103,8.725181465248246,-1.6823648800334017,1.657803198577818,8,5,-53.401756,1.7701408,2.4599526584414813,0.029725678351997003
36945,6,-0.336979111697,-0.339653118586,-0.338495139854,-0.266982140811,2.492539049662,1.037465136577,-0.040315903546,-1.101949955027,1.000206246697,0.618714385636,-0.757027068533,-0.718776923019,-0.442974621625,-0.697335501471,1.040961083512,-2.814667613781,-0.785471974932,O13,3/2,-,1.0,-55.882937,O13,3/2,-,1.0,-55.882937,-4.80217105,8.323205036907778,-1.4507796905049848,1.6741535731236823,8,5,-57.228775,1.7705388,2.584389166557608,0.02914972085257988
38730,6,-0.334368866604,-0.337969326086,-0.330330888333,-0.256749780363,2.548357585527,0.614233192442,0.024489315992,-1.207980974186,0.930030585346,0.518246472541,-0.761610107623,-0.740175032871,-0.389220820914,-0.752522129836,1.067656972452,1.428884021311,0.391246355252,O13,3/2,-,1.0,-64.6560454,O13,3/2,-,1.0,-64.6560454,-4.48426891,7.706687419571707,-1.3274199845758663,1.6209671233544003,8,5,-66.093445,1.7469791,2.4257932910067823,0.03142066609421082
39430,6,-0.33632644361,-0.333756908583,-0.33906784962,-0.247005548026,2.341342231485,1.289690800515,-0.023240726777,-1.060838649493,0.794208070339,0.438238831783,-0.898159289425,-0.737752173588,-0.612051786973,-0.526848344005,0.890056973392,2.689388265343,0.199793641483,O13,3/2,-,1.0,-46.6667868,O13,3/2,-,1.0,-46.6667868,-5.88674037,9.37167021918181,-1.535292912710343,1.6377340524247117,8,5,-48.309414,1.7504374,2.2734024621878923,0.029192922810905263
46871,6,-0.331752051116,-0.340471372927,-0.338529354869,-0.260653520546,2.490399717923,1.347857280175,-0.071820558998,-1.129160572062,0.987570220675,0.468966327926,-0.872680020129,-0.767791571512,-0.639875395341,-0.465140717699,0.804536737421,-1.524810081238,-0.280597283543,O13,3/2,-,1.0,-49.8322429,O13,3/2,-,1.0,-49.8322429,-5.29845612,9.131421112361464,-1.7151330714092707,1.688303234301289,8,5,-52.19357,1.8007294,2.437411046051367,0.030082101404706987
47452,6,-0.336292933656,-0.335063848405,-0.340053821529,-0.238721214674,2.486879287221,0.6056784828,0.013089300575,-0.858063467474,0.691114120341,0.455336973072,-0.800406934493,-0.770538228828,-0.426771326972,-0.764880093115,1.02940508744,0.325041908865,-0.052477452635,O13,3/2,-,1.0,-51.0490617,O13,3/2,-,1.0,-51.0490617,-5.42627604,8.921232253669029,-1.5154533314305334,1.6468268798627546,8,5,-54.737263,1.7625879,2.545897751161248,0.02952152209635937
51429,6,-0.331082646044,-0.337180557227,-0.336138838207,-0.266753184344,2.394126030149,0.613268265172,0.002292699031,-1.066397494041,1.016789328601,0.552969016896,-0.947397077243,-0.759874899046,-0.612601288329,-0.504454239797,0.908574326387,2.928245195226,0.250315574387,O13,3/2,-,1.0,-56.8241197,O13,3/2,-,1.0,-56.8241197,-5.09195954,8.248039099204354,-1.2129169458951268,1.6357562481339407,8,5,-57.197876,1.7363589,2.4308861763572565,0.031197155004746093
