Isotope,N,RMSE_Eb (MeV),Uncertainty_RMSE_Eb (MeV),RMSE_Rch (fm),Uncertainty_RMSE_Rch (fm)
$^{17}$O,9,0.7886990598040413,0.02561071344222043,0.23809833862837476,0.0006295073365447442
