Sample,emax,Ct1S0pp,Ct1S0np,Ct1S0nn,Ct3S1,C1S0,C3P0,C1P1,C3P1,C3S1,CE1,C3P2,c1,c2,c3,c4,cD,cE,Nucl bra,J bra,P bra,n bra,Energy bra,Nucl ket,J ket,P ket,n ket,Energy ket,Zero,One,Two,Rch
100524,6,-0.341431067146,-0.348897216684,-0.344298987005,-0.263014044429,2.65446055488,1.318909517722,0.004266593934,-1.193557115192,0.958594143234,0.591739067935,-0.815095636609,-0.738143288417,-0.586516001464,-0.506633376076,0.882816280257,2.934421214507,0.761287570712,O17,5/2,+,1,-103.241385,O17,5/2,+,1,-103.241385,7.29355453,0.0631108362,0.0,2.834025627301207
100524,4,-0.341431067146,-0.348897216684,-0.344298987005,-0.263014044429,2.65446055488,1.318909517722,0.004266593934,-1.193557115192,0.958594143234,0.591739067935,-0.815095636609,-0.738143288417,-0.586516001464,-0.506633376076,0.882816280257,2.934421214507,0.761287570712,O17,5/2,+,1,-84.06594369999999,O17,5/2,+,1,-84.06594369999999,7.62600101,0.0791790608,0.0,2.894860266195935
100524,8,-0.341431067146,-0.348897216684,-0.344298987005,-0.263014044429,2.65446055488,1.318909517722,0.004266593934,-1.193557115192,0.958594143234,0.591739067935,-0.815095636609,-0.738143288417,-0.586516001464,-0.506633376076,0.882816280257,2.934421214507,0.761287570712,O17,5/2,+,1,-112.304716,O17,5/2,+,1,-112.304716,7.08567189,0.0637231767,0.0,2.7972184320678286
100673,6,-0.329452227801,-0.326489465943,-0.326299209016,-0.251406311712,2.297465351425,0.720060680001,-0.020300749789,-0.878688929483,0.873867719057,0.493219893286,-0.873164063714,-0.727995900548,-0.427929878732,-0.668971876839,1.013713892044,-0.864257142112,-0.342892905177,O17,5/2,+,1,-99.7408364,O17,5/2,+,1,-99.7408364,7.0692114,0.0501887211,0.0,2.7918517172478916
100673,8,-0.329452227801,-0.326489465943,-0.326299209016,-0.251406311712,2.297465351425,0.720060680001,-0.020300749789,-0.878688929483,0.873867719057,0.493219893286,-0.873164063714,-0.727995900548,-0.427929878732,-0.668971876839,1.013713892044,-0.864257142112,-0.342892905177,O17,5/2,+,1,-110.378116,O17,5/2,+,1,-110.378116,6.81569652,0.0538735099999999,0.0,2.7467446040722465
100673,4,-0.329452227801,-0.326489465943,-0.326299209016,-0.251406311712,2.297465351425,0.720060680001,-0.020300749789,-0.878688929483,0.873867719057,0.493219893286,-0.873164063714,-0.727995900548,-0.427929878732,-0.668971876839,1.013713892044,-0.864257142112,-0.342892905177,O17,5/2,+,1,-78.6251966,O17,5/2,+,1,-78.6251966,7.46041727,0.0686321657,0.0,2.8642774526396706
101992,4,-0.342090504902,-0.348513177984,-0.344333061066,-0.264962365967,2.684727073382,0.960744831497,-0.0205007598,-0.971470145968,0.986545388226,0.585594584004,-0.925106745198,-0.703875811542,-0.561737133638,-0.513328280823,0.926378846133,-2.307873830515,-0.349008067909,O17,5/2,+,1,-88.97038400000001,O17,5/2,+,1,-88.97038400000001,7.20474909,0.053216412,0.0,2.81655843042533
101992,6,-0.342090504902,-0.348513177984,-0.344333061066,-0.264962365967,2.684727073382,0.960744831497,-0.0205007598,-0.971470145968,0.986545388226,0.585594584004,-0.925106745198,-0.703875811542,-0.561737133638,-0.513328280823,0.926378846133,-2.307873830515,-0.349008067909,O17,5/2,+,1,-107.44631,O17,5/2,+,1,-107.44631,6.82981251,0.0319575386,0.0,2.745324377664687
104033,10,-0.354933628948,-0.349092289263,-0.349409949017,-0.247194458372,2.677584365466,1.191944305055,-0.08946763356,-1.053449535462,0.890118209234,0.322805369798,-0.9436165057,-0.726358661941,-0.617187424191,-0.495317632637,0.888269350077,-1.106818120663,-0.237472773587,O17,5/2,+,1,-108.495331,O17,5/2,+,1,-108.495331,7.03604799,0.047641442,0.0,2.785448854673157
111123,4,-0.339418026889,-0.338165754205,-0.337805768047,-0.23600780605,2.510679475784,0.430945639705,0.058425351218,-0.871905379576,0.745008086931,0.353839755451,-0.787616268025,-0.759662778228,-0.3737725643,-0.788715042948,1.082941089284,3.262141320723,0.648280219236,O17,5/2,+,1,-76.9011471,O17,5/2,+,1,-76.9011471,7.90893874,0.0898623424,0.0,2.9451378528686907
111123,6,-0.339418026889,-0.338165754205,-0.337805768047,-0.23600780605,2.510679475784,0.430945639705,0.058425351218,-0.871905379576,0.745008086931,0.353839755451,-0.787616268025,-0.759662778228,-0.3737725643,-0.788715042948,1.082941089284,3.262141320723,0.648280219236,O17,5/2,+,1,-102.687126,O17,5/2,+,1,-102.687126,7.50496318,0.0759231497,0.0,2.873312064447578
111123,8,-0.339418026889,-0.338165754205,-0.337805768047,-0.23600780605,2.510679475784,0.430945639705,0.058425351218,-0.871905379576,0.745008086931,0.353839755451,-0.787616268025,-0.759662778228,-0.3737725643,-0.788715042948,1.082941089284,3.262141320723,0.648280219236,O17,5/2,+,1,-117.6952,O17,5/2,+,1,-117.6952,7.17633022,0.0755856517,0.0,2.815484285464936
111185,4,-0.333584584391,-0.327803127995,-0.333016554071,-0.237843353611,2.343041945087,0.5181796906,0.004665318362,-1.048761992169,0.850869033086,0.250016341659,-0.733507096751,-0.736509382878,-0.407460331641,-0.718543544398,1.013807280277,-0.386337967289,-0.252156633385,O17,5/2,+,1,-65.6115994,O17,5/2,+,1,-65.6115994,8.01719865,0.1004647196,0.0,2.9652485999659453
111185,6,-0.333584584391,-0.327803127995,-0.333016554071,-0.237843353611,2.343041945087,0.5181796906,0.004665318362,-1.048761992169,0.850869033086,0.250016341659,-0.733507096751,-0.736509382878,-0.407460331641,-0.718543544398,1.013807280277,-0.386337967289,-0.252156633385,O17,5/2,+,1,-89.2724777,O17,5/2,+,1,-89.2724777,7.65491636,0.0874211232,0.0,2.9012709927202596
111185,8,-0.333584584391,-0.327803127995,-0.333016554071,-0.237843353611,2.343041945087,0.5181796906,0.004665318362,-1.048761992169,0.850869033086,0.250016341659,-0.733507096751,-0.736509382878,-0.407460331641,-0.718543544398,1.013807280277,-0.386337967289,-0.252156633385,O17,5/2,+,1,-103.326549,O17,5/2,+,1,-103.326549,7.35187325,0.0902885205,0.0,2.849069613136892
113336,8,-0.322137090248,-0.317474525209,-0.320253991876,-0.236049086293,2.165168207731,0.455610198655,0.09913323755,-1.154477705422,0.657363367884,0.475494423855,-0.761621985958,-0.715737562193,-0.289823284924,-0.885513642333,1.081308451509,1.851351414094,0.047866599379,O17,5/2,+,1,-115.874659,O17,5/2,+,1,-115.874659,6.72916467,0.0708771758,0.0,2.7340588391254492
113336,6,-0.322137090248,-0.317474525209,-0.320253991876,-0.236049086293,2.165168207731,0.455610198655,0.09913323755,-1.154477705422,0.657363367884,0.475494423855,-0.761621985958,-0.715737562193,-0.289823284924,-0.885513642333,1.081308451509,1.851351414094,0.047866599379,O17,5/2,+,1,-102.403567,O17,5/2,+,1,-102.403567,7.0257617,0.0685114286,0.0,2.78734802609936
113336,4,-0.322137090248,-0.317474525209,-0.320253991876,-0.236049086293,2.165168207731,0.455610198655,0.09913323755,-1.154477705422,0.657363367884,0.475494423855,-0.761621985958,-0.715737562193,-0.289823284924,-0.885513642333,1.081308451509,1.851351414094,0.047866599379,O17,5/2,+,1,-77.6627901,O17,5/2,+,1,-77.6627901,7.41168666,0.0858864087,0.0,2.858777528717476
114257,6,-0.344307051667,-0.341559680409,-0.338395666232,-0.232255391959,2.626173998472,1.018979855522,-0.002021075991,-0.959948015729,0.71330705161,0.322129160272,-0.774966532999,-0.728311236382,-0.378697344818,-0.743711119261,0.974970673626,-3.709478559641,-0.550777771143,O17,5/2,+,1,-93.6808687,O17,5/2,+,1,-93.6808687,7.20815638,0.0578928935999999,0.0,2.817993109217977
114257,4,-0.344307051667,-0.341559680409,-0.338395666232,-0.232255391959,2.626173998472,1.018979855522,-0.002021075991,-0.959948015729,0.71330705161,0.322129160272,-0.774966532999,-0.728311236382,-0.378697344818,-0.743711119261,0.974970673626,-3.709478559641,-0.550777771143,O17,5/2,+,1,-71.6627661,O17,5/2,+,1,-71.6627661,7.60268885,0.070881433,0.0,2.8893954684328
114257,8,-0.344307051667,-0.341559680409,-0.338395666232,-0.232255391959,2.626173998472,1.018979855522,-0.002021075991,-0.959948015729,0.71330705161,0.322129160272,-0.774966532999,-0.728311236382,-0.378697344818,-0.743711119261,0.974970673626,-3.709478559641,-0.550777771143,O17,5/2,+,1,-105.75338,O17,5/2,+,1,-105.75338,6.95246742,0.0645201986,0.0,2.7734497487064735
115311,10,-0.334109588049,-0.328527718142,-0.327706424036,-0.247116801403,2.309599695846,0.676245900102,-0.038584805642,-1.222023551011,0.952187302479,0.286064262615,-0.7894790974,-0.710965303543,-0.510046570289,-0.551513978915,0.960021136029,1.217235681465,0.125870501575,O17,5/2,+,1,-116.733657,O17,5/2,+,1,-116.733657,6.7735642,0.0745547331,0.0,2.7428370026489
115410,8,-0.321197647663,-0.320607593757,-0.319847440164,-0.242880755543,2.221346012916,0.702727354036,0.187949621291,-0.802785641631,0.738540539569,0.52432547225,-0.7096461631,-0.708336381118,-0.191058389732,-0.984671693959,1.130313993826,1.533700309692,0.050297869194,O17,5/2,+,1,-104.80478,O17,5/2,+,1,-104.80478,7.42313263,0.0816325189,0.0,2.8600351464448823
115410,4,-0.321197647663,-0.320607593757,-0.319847440164,-0.242880755543,2.221346012916,0.702727354036,0.187949621291,-0.802785641631,0.738540539569,0.52432547225,-0.7096461631,-0.708336381118,-0.191058389732,-0.984671693959,1.130313993826,1.533700309692,0.050297869194,O17,5/2,+,1,-75.331517,O17,5/2,+,1,-75.331517,7.99331353,0.0967300366,0.0,2.960587687706615
115410,6,-0.321197647663,-0.320607593757,-0.319847440164,-0.242880755543,2.221346012916,0.702727354036,0.187949621291,-0.802785641631,0.738540539569,0.52432547225,-0.7096461631,-0.708336381118,-0.191058389732,-0.984671693959,1.130313993826,1.533700309692,0.050297869194,O17,5/2,+,1,-94.9058136,O17,5/2,+,1,-94.9058136,7.66817449,0.0817880198,0.0,2.9025847790891484
116923,4,-0.326371483194,-0.330966230748,-0.3230516726,-0.262810922174,2.407438759356,0.953840053502,0.062703870969,-1.0841824261,0.96739247548,0.589808653614,-0.808425110435,-0.724590828379,-0.388705372066,-0.760103803065,0.979489899025,3.861487646514,0.891730751193,O17,5/2,+,1,-90.4567789,O17,5/2,+,1,-90.4567789,7.39886004,0.0719001031,0.0,2.8540840970616124
116923,6,-0.326371483194,-0.330966230748,-0.3230516726,-0.262810922174,2.407438759356,0.953840053502,0.062703870969,-1.0841824261,0.96739247548,0.589808653614,-0.808425110435,-0.724590828379,-0.388705372066,-0.760103803065,0.979489899025,3.861487646514,0.891730751193,O17,5/2,+,1,-110.937847,O17,5/2,+,1,-110.937847,7.06219131,0.0552869276,0.0,2.79150750090341
116923,8,-0.326371483194,-0.330966230748,-0.3230516726,-0.262810922174,2.407438759356,0.953840053502,0.062703870969,-1.0841824261,0.96739247548,0.589808653614,-0.808425110435,-0.724590828379,-0.388705372066,-0.760103803065,0.979489899025,3.861487646514,0.891730751193,O17,5/2,+,1,-120.947891,O17,5/2,+,1,-120.947891,6.84372716,0.0549495461,0.0,2.7520378987397685
122257,4,-0.34576866788,-0.337454678223,-0.339130657027,-0.255119843637,2.448857721735,0.409961421744,-0.016739984414,-0.927037003931,0.851288587128,0.570741357704,-0.764659761022,-0.705359764678,-0.506832092339,-0.598153736773,0.93111718093,0.281061966905,-0.229089700356,O17,5/2,+,1,-76.35778920000001,O17,5/2,+,1,-76.35778920000001,7.71870029,0.1073088011,0.0,2.9156551546950813
